Unnamed: 0,id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Female,Male,Loyal Customer,disloyal Customer,Business travel,Personal Travel,Business,Eco,Eco Plus,satisfaction
1938,41387,14,563,2,4,2,3,1,2,1,1,1,5,3,4,4,1,9,18.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
1939,31711,58,967,3,5,3,3,2,3,2,2,5,5,4,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
1940,101242,24,805,1,0,0,3,3,1,3,3,4,5,4,1,4,3,0,0.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
1941,27789,70,909,1,3,3,3,4,3,3,1,1,1,1,1,1,1,5,30.0,1,0,1,0,1,0,0,1,0,neutral or dissatisfied
1942,45411,40,3035,4,4,4,4,4,5,2,3,3,2,3,3,3,4,16,22.0,0,1,1,0,1,0,1,0,0,satisfied
1943,97486,41,2537,2,4,4,4,3,2,2,2,2,2,2,3,2,4,66,46.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
1944,28816,24,987,0,3,0,3,1,3,1,1,5,4,2,2,4,1,42,22.0,0,1,1,0,1,0,0,1,0,satisfied
1945,108900,46,1066,1,1,1,1,2,4,4,4,4,4,4,4,4,4,9,0.0,0,1,1,0,1,0,1,0,0,satisfied
1946,83805,54,2381,5,5,5,5,4,5,4,4,4,4,4,3,4,3,68,66.0,1,0,1,0,1,0,1,0,0,satisfied
1947,21831,35,640,1,5,1,2,3,1,3,3,3,5,5,3,5,3,11,16.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
1948,58004,55,2455,5,5,5,5,5,4,5,5,5,5,5,3,5,3,23,13.0,1,0,1,0,1,0,1,0,0,satisfied
1949,126550,54,644,4,4,4,4,4,5,5,4,4,4,4,5,4,4,22,20.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
1950,128502,19,651,3,0,3,3,1,3,1,1,3,1,4,1,4,1,49,98.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
1951,64049,55,3678,2,2,2,2,4,4,5,4,4,5,4,4,4,3,18,38.0,0,1,1,0,1,0,1,0,0,satisfied
1952,71342,69,1514,2,5,3,2,3,1,4,5,5,3,4,4,4,4,90,140.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
1953,43846,42,2469,1,1,1,1,2,3,4,4,4,4,5,4,4,5,0,1.0,0,1,1,0,1,0,1,0,0,satisfied
1954,64144,44,989,3,2,2,2,3,3,3,3,1,3,3,4,3,3,0,0.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
1955,67178,13,1017,4,4,4,3,4,4,4,4,1,5,3,3,3,4,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
1956,41284,36,3312,1,5,5,5,1,4,3,1,1,1,1,2,1,3,0,0.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
1957,113497,47,3735,2,2,2,2,5,5,5,5,5,4,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
1958,71967,63,1437,2,2,2,2,4,4,4,2,2,2,2,4,2,1,11,12.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
1959,61896,7,2254,2,4,2,1,1,2,1,1,5,4,4,3,4,1,29,5.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
1960,68313,47,2165,5,5,5,5,3,3,5,4,4,4,4,3,4,4,0,4.0,0,1,1,0,1,0,1,0,0,satisfied
1961,3326,49,3997,4,4,4,4,5,5,4,5,5,4,5,4,5,5,37,77.0,0,1,1,0,1,0,1,0,0,satisfied
1962,59068,40,1726,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
1963,61979,50,2475,2,4,2,3,2,4,4,4,4,2,4,4,4,4,0,96.0,1,0,1,0,0,1,1,0,0,neutral or dissatisfied
1964,22190,56,165,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,1.0,0,1,1,0,1,0,0,1,0,satisfied
1965,76493,60,516,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
1966,56067,37,2586,1,4,1,5,1,5,5,3,2,4,4,5,4,5,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
1967,78592,50,2454,4,5,4,4,3,4,5,4,4,4,4,4,4,5,2,19.0,1,0,1,0,1,0,1,0,0,satisfied
1968,106430,57,2778,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
1969,85058,19,696,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0.0,0,1,1,0,0,1,1,0,0,neutral or dissatisfied
1970,34077,22,1674,5,1,1,1,5,4,5,5,4,3,5,4,1,5,4,0.0,1,0,1,0,1,0,0,0,1,satisfied
1971,61612,27,1346,3,2,2,2,3,2,3,3,3,3,4,3,4,3,0,4.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
1972,49734,65,308,2,4,4,4,5,4,3,1,1,2,1,1,1,3,0,0.0,1,0,1,0,1,0,0,1,0,neutral or dissatisfied
1973,12775,47,851,1,5,0,1,3,5,5,1,1,0,1,5,1,4,10,0.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
1974,14565,29,986,3,3,3,3,4,3,1,4,3,3,4,3,3,4,0,0.0,0,1,1,0,0,1,1,0,0,neutral or dissatisfied
1975,74353,46,1171,3,3,3,3,4,4,4,5,2,4,5,4,5,4,315,299.0,0,1,1,0,1,0,1,0,0,satisfied
1976,39575,43,965,2,2,2,2,3,4,2,5,5,5,5,5,5,2,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
1977,88633,55,406,2,5,2,5,4,4,4,1,1,2,1,4,1,3,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
1978,28323,45,1588,2,5,5,5,2,4,3,2,2,2,2,2,2,3,16,2.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
1979,37106,56,1189,4,1,5,1,2,5,5,4,4,4,4,4,4,1,92,92.0,1,0,1,0,1,0,0,1,0,satisfied
1980,917,56,3870,3,3,3,3,4,4,4,5,5,5,4,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
1981,11170,25,201,1,3,1,4,4,1,4,4,2,3,1,4,1,4,67,56.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
1982,113249,47,386,2,5,2,4,5,4,4,3,3,2,3,5,3,4,0,0.0,0,1,1,0,0,1,1,0,0,neutral or dissatisfied
1983,3983,47,340,2,5,2,3,1,2,1,1,4,2,4,5,5,1,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
1984,56864,56,2565,1,1,2,1,4,5,5,5,3,5,5,5,3,5,13,0.0,1,0,1,0,1,0,1,0,0,satisfied
1985,120620,65,280,1,3,1,5,3,4,3,4,4,1,4,5,4,3,0,0.0,0,1,1,0,0,1,1,0,0,neutral or dissatisfied
1986,128134,23,1587,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
1987,64890,28,3291,1,2,3,3,4,3,1,4,2,3,4,1,3,4,0,0.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
1988,24485,29,547,3,3,3,3,1,3,1,1,4,4,4,2,3,1,5,11.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
1989,103632,36,405,1,1,1,2,5,1,3,5,4,4,5,3,5,5,0,0.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
1990,23911,33,2710,4,5,5,5,3,3,4,4,4,3,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
1991,5847,22,1020,4,4,4,4,3,4,3,3,5,3,5,5,4,3,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
1992,95341,68,319,1,5,1,4,5,1,5,5,2,4,2,2,3,5,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
1993,92042,49,1522,4,5,5,2,3,4,3,3,3,4,4,3,4,3,0,0.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
1994,49268,39,373,2,5,2,3,5,2,5,5,2,4,2,1,2,5,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
1995,28477,25,1721,1,5,1,2,5,1,5,5,5,3,3,4,4,5,0,4.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
1996,117057,41,2026,3,3,3,3,5,4,4,3,3,3,3,3,3,3,0,0.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
1997,106829,46,1488,3,4,3,3,1,3,1,1,3,3,5,4,5,1,5,0.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
1998,98054,39,1797,4,2,4,4,2,4,2,2,3,2,2,1,3,2,15,12.0,0,1,1,0,0,1,0,1,0,satisfied
1999,104796,65,587,2,4,5,4,1,3,3,2,2,2,2,4,2,4,23,26.0,1,0,1,0,1,0,0,1,0,neutral or dissatisfied
2000,80462,47,2787,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
2001,57504,54,1075,2,4,2,1,2,2,2,2,4,2,4,3,4,2,21,29.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2002,54505,31,925,3,3,3,3,4,3,4,4,3,4,1,4,4,4,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
2003,8921,34,661,2,3,2,3,2,3,3,3,1,4,3,3,1,3,302,296.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
2004,111738,42,2209,1,1,1,1,3,4,4,4,4,5,4,4,4,4,4,22.0,0,1,1,0,1,0,1,0,0,satisfied
2005,110902,62,404,1,1,0,3,2,0,5,2,2,5,4,4,3,2,0,0.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
2006,51592,38,370,1,3,1,4,1,1,1,1,2,5,3,3,3,1,62,78.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
2007,103095,46,687,3,4,3,2,3,3,3,3,3,4,4,5,5,3,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2008,42335,59,550,2,3,2,5,1,5,4,4,4,2,4,5,4,4,73,70.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2009,18526,44,253,3,3,3,1,3,3,3,3,2,3,5,4,5,3,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
2010,51379,8,110,4,3,4,4,3,4,3,3,1,2,2,1,4,3,0,0.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
2011,106850,54,1733,2,3,2,5,1,2,1,1,5,2,4,3,1,1,28,14.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2012,39478,26,3376,3,3,3,3,3,3,3,3,4,3,4,4,3,3,56,49.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
2013,94305,58,248,5,5,5,5,4,5,4,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2014,59706,13,861,2,5,3,3,2,3,2,2,3,3,4,3,4,2,0,21.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2015,12883,55,809,5,1,1,1,2,1,2,5,5,5,5,5,5,2,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
2016,40410,43,2920,4,4,3,4,5,2,2,5,5,5,4,1,5,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2017,81230,57,3967,3,3,3,3,5,5,5,4,4,4,5,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2018,17844,30,505,4,3,3,3,4,4,4,4,4,5,3,5,4,4,0,0.0,0,1,1,0,1,0,0,0,1,satisfied
2019,61987,49,2475,3,3,3,3,2,4,4,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2020,48586,24,853,2,4,3,1,3,3,3,3,4,2,4,5,4,3,0,11.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2021,69935,59,2174,3,3,3,3,3,3,5,4,4,5,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2022,114974,44,3691,4,4,4,4,4,5,5,4,4,4,4,3,4,3,46,33.0,0,1,1,0,1,0,1,0,0,satisfied
2023,123886,37,173,1,3,1,3,4,1,4,4,3,2,1,1,1,4,0,0.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
2024,102875,25,472,4,0,4,5,3,4,3,3,3,4,3,2,2,3,0,0.0,1,0,0,1,1,0,0,1,0,satisfied
2025,55049,53,1346,2,2,3,2,5,5,4,4,4,5,4,3,4,3,2,0.0,1,0,1,0,1,0,1,0,0,satisfied
2026,69832,21,1055,5,5,5,3,5,5,5,5,4,3,4,3,4,5,12,4.0,1,0,0,1,1,0,1,0,0,satisfied
2027,114318,64,850,3,5,3,2,5,4,5,2,2,3,2,5,2,3,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2028,16546,35,1134,1,1,1,5,2,1,2,2,1,4,2,3,2,2,1,5.0,1,0,0,1,1,0,0,0,1,neutral or dissatisfied
2029,55251,17,1009,4,2,4,2,2,4,5,2,2,3,3,2,2,2,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2030,56875,20,2434,5,5,5,2,5,4,4,5,4,4,4,4,5,4,2,0.0,1,0,0,1,1,0,1,0,0,satisfied
2031,105676,58,3463,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,5.0,0,1,1,0,1,0,1,0,0,satisfied
2032,14702,38,419,3,4,3,4,3,3,3,3,2,2,3,4,4,3,1,0.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
2033,40847,9,574,4,5,4,3,2,4,2,2,5,2,5,5,4,2,0,1.0,0,1,1,0,0,1,0,1,0,satisfied
2034,39059,16,784,0,0,0,2,1,0,1,1,5,5,4,4,4,1,0,0.0,1,0,0,1,1,0,0,1,0,satisfied
2035,8658,50,227,4,4,4,4,3,4,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
2036,43862,37,2950,0,4,0,2,4,4,4,5,5,5,5,2,5,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2037,109435,52,1538,4,4,4,4,4,5,5,2,2,2,2,3,2,3,69,48.0,1,0,1,0,1,0,1,0,0,satisfied
2038,25873,29,907,2,2,2,1,4,2,4,4,3,2,4,4,4,4,93,91.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2039,7979,60,2845,4,5,4,4,4,5,5,4,4,4,4,3,4,4,46,45.0,0,1,1,0,1,0,1,0,0,satisfied
2040,108078,45,997,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,12.0,0,1,1,0,1,0,1,0,0,satisfied
2041,123659,21,214,4,0,4,5,5,4,5,5,4,2,4,5,5,5,0,0.0,1,0,0,1,1,0,1,0,0,satisfied
2042,90036,39,957,1,0,0,5,3,0,3,3,5,5,4,4,5,3,62,55.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
2043,44351,52,2798,3,3,3,3,5,4,4,5,2,5,5,4,4,4,136,125.0,1,0,1,0,1,0,1,0,0,satisfied
2044,7661,40,604,3,2,2,3,3,2,3,3,1,2,3,2,4,3,0,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2045,27798,38,1448,1,1,1,2,4,1,4,4,3,2,2,1,3,4,7,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
2046,116652,26,358,3,4,3,1,3,3,3,3,4,2,4,4,5,3,0,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2047,92078,17,1589,3,4,4,4,3,3,3,3,3,4,3,3,3,3,0,0.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
2048,92099,16,1535,5,5,5,5,4,4,4,4,5,4,1,2,4,4,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2049,11082,15,309,3,4,3,1,3,3,1,3,5,3,4,5,4,3,5,16.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2050,112959,62,1164,1,4,1,1,4,4,5,4,4,1,4,5,4,5,29,25.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2051,102298,35,1882,1,1,1,1,3,5,5,4,4,4,5,5,4,4,2,0.0,0,1,1,0,1,0,1,0,0,satisfied
2052,64496,52,190,1,1,1,1,3,2,3,4,4,4,1,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
2053,68780,25,926,2,2,2,3,4,2,4,4,4,3,4,2,3,4,10,6.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
2054,121694,61,328,2,2,2,4,2,3,3,5,5,2,5,2,5,1,8,3.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
2055,12841,29,489,2,3,2,3,3,2,3,3,4,4,3,3,4,3,13,12.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2056,19282,79,430,5,2,2,2,5,5,5,5,4,5,3,5,5,5,0,0.0,0,1,1,0,1,0,0,0,1,satisfied
2057,4534,8,677,3,4,3,1,3,3,3,3,2,1,1,1,5,3,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2058,128695,24,1235,5,0,5,4,5,5,4,5,4,2,5,5,5,5,0,0.0,0,1,0,1,1,0,1,0,0,satisfied
2059,119633,43,1727,2,1,1,4,5,2,3,5,5,5,4,5,5,5,17,47.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2060,58442,20,733,1,5,1,1,1,1,1,1,5,5,5,1,5,1,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2061,19037,24,788,4,2,1,2,4,4,4,4,5,3,5,3,2,4,0,0.0,1,0,1,0,1,0,0,0,1,satisfied
2062,58669,36,867,4,4,4,4,4,4,3,4,4,5,5,3,5,4,29,49.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2063,129152,26,679,3,5,3,4,1,3,1,1,3,4,5,4,4,1,0,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2064,89332,38,1587,3,3,3,2,5,3,5,5,3,5,5,4,5,5,0,18.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2065,35046,43,1746,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
2066,102314,39,397,3,0,3,3,2,3,2,2,3,3,4,2,4,2,29,22.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
2067,30321,61,3346,4,4,4,4,4,3,1,5,5,5,5,1,5,2,17,25.0,0,1,1,0,1,0,1,0,0,satisfied
2068,108708,45,425,1,1,1,1,1,2,2,1,1,1,1,2,1,1,28,22.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
2069,54119,41,1372,5,4,4,4,5,5,5,5,4,2,2,1,2,5,0,0.0,1,0,1,0,1,0,0,1,0,satisfied
2070,74349,59,1464,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2071,13770,35,925,4,3,3,3,4,4,4,4,4,5,4,4,5,4,34,35.0,0,1,1,0,1,0,0,1,0,satisfied
2072,129765,21,308,4,3,4,2,3,4,3,3,3,2,4,1,2,3,0,0.0,0,1,1,0,0,1,0,1,0,satisfied
2073,6210,38,462,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
2074,89387,23,134,2,4,2,4,4,2,4,4,1,1,3,3,3,4,15,6.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
2075,3223,41,2901,3,2,2,2,3,2,3,3,3,3,3,4,3,3,0,10.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
2076,92002,51,1532,5,5,5,5,4,5,5,4,4,5,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
2077,47806,19,315,5,2,5,3,2,5,2,2,1,1,4,3,2,2,0,0.0,0,1,0,1,1,0,0,1,0,satisfied
2078,67708,38,2944,2,2,2,2,3,5,4,2,2,2,2,5,2,3,4,0.0,1,0,1,0,1,0,1,0,0,satisfied
2079,113954,36,1706,2,2,2,5,4,2,4,4,4,5,3,3,5,4,0,0.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
2080,22053,27,304,4,4,4,4,5,5,5,5,2,2,3,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2081,83444,55,946,3,3,3,3,5,4,4,2,2,2,2,3,2,5,2,0.0,1,0,1,0,1,0,1,0,0,satisfied
2082,1908,46,383,4,4,4,4,3,4,2,3,5,4,4,5,5,3,25,7.0,0,1,0,1,1,0,1,0,0,satisfied
2083,117675,31,1814,1,1,1,2,1,1,1,1,3,2,4,3,5,1,0,0.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
2084,459,59,134,1,1,1,1,2,4,4,4,4,4,5,3,4,5,0,10.0,0,1,1,0,1,0,1,0,0,satisfied
2085,24804,31,894,4,4,4,2,3,4,1,3,3,2,4,5,4,3,14,11.0,0,1,1,0,0,1,1,0,0,neutral or dissatisfied
2086,87641,36,606,2,3,3,3,2,2,2,2,2,3,4,3,3,2,0,0.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
2087,61087,41,1546,3,5,3,2,2,3,2,2,5,5,5,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2088,89068,25,732,5,5,5,3,4,5,4,4,3,2,4,5,4,4,0,0.0,0,1,0,1,1,0,0,1,0,satisfied
2089,88680,31,444,2,4,2,3,1,2,1,1,4,1,2,3,1,1,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2090,27794,47,1448,3,3,3,3,4,2,2,3,3,3,3,5,3,3,2,0.0,1,0,1,0,1,0,1,0,0,satisfied
2091,35815,43,1677,5,5,5,5,4,2,4,2,2,2,2,1,2,2,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
2092,20977,64,689,3,3,3,4,1,3,1,1,2,4,3,3,4,1,73,66.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2093,68418,53,1045,3,5,3,3,4,5,5,3,3,3,3,3,3,3,0,0.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2094,3668,65,431,4,5,5,5,4,4,4,4,4,2,2,4,1,4,70,85.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
2095,88597,56,366,3,4,1,1,4,1,4,4,3,4,5,1,3,4,2,2.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2096,121184,62,2402,3,3,3,5,3,5,5,2,2,3,1,5,3,5,0,17.0,1,0,1,0,0,1,0,1,0,neutral or dissatisfied
2097,112036,58,2948,4,4,4,4,2,5,4,4,4,5,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2098,123423,64,1337,3,5,3,3,4,3,4,4,5,5,4,4,5,4,0,8.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2099,44212,38,222,1,1,1,5,5,1,3,5,4,4,4,4,5,5,0,0.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2100,65610,35,175,2,0,2,2,4,2,2,4,5,1,2,4,4,4,0,0.0,0,1,0,1,1,0,0,1,0,neutral or dissatisfied
2101,73530,39,594,3,3,3,4,5,3,5,5,4,2,5,5,5,5,7,5.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2102,63779,27,1721,2,2,2,2,4,2,4,4,5,2,5,5,4,4,60,47.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2103,52260,44,261,5,5,5,5,5,5,5,5,2,1,1,4,5,5,0,0.0,0,1,1,0,1,0,0,1,0,satisfied
2104,13210,57,2084,3,4,3,4,3,2,3,3,3,2,3,1,3,1,0,2.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
2105,31077,29,641,0,0,0,3,4,0,4,4,4,3,1,4,5,4,0,0.0,1,0,1,0,1,0,0,0,1,satisfied
2106,34755,56,264,2,4,4,4,2,2,2,2,1,4,2,2,3,2,0,0.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
2107,60891,37,420,2,2,2,2,2,2,2,2,3,4,5,4,5,2,14,39.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2108,73502,25,1197,5,0,5,2,5,3,3,4,5,4,5,3,4,3,154,149.0,1,0,0,1,1,0,1,0,0,satisfied
2109,10327,57,3582,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2110,90094,23,983,2,2,2,3,2,2,3,2,3,3,3,1,3,2,0,0.0,1,0,0,1,1,0,0,1,0,neutral or dissatisfied
2111,79416,25,502,2,2,2,4,3,2,3,3,2,1,4,2,3,3,18,13.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2112,98342,29,1046,5,5,5,5,5,4,5,5,5,3,4,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2113,10554,45,2150,3,3,3,3,2,5,5,3,3,3,3,3,3,5,34,35.0,0,1,1,0,1,0,1,0,0,satisfied
2114,74817,12,1188,1,5,1,1,2,1,2,2,4,5,3,5,4,2,0,2.0,0,1,1,0,0,1,0,0,1,neutral or dissatisfied
2115,120053,32,237,3,3,3,3,4,3,2,4,3,2,5,3,4,4,0,43.0,1,0,0,1,1,0,1,0,0,neutral or dissatisfied
2116,69288,44,2968,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2117,97200,58,1211,1,1,0,3,5,0,5,5,3,4,4,3,3,5,9,22.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2118,45203,49,2496,3,5,2,5,5,1,1,3,3,3,3,4,3,1,44,31.0,1,0,1,0,1,0,1,0,0,neutral or dissatisfied
2119,129132,49,3618,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2120,39727,34,298,4,2,2,2,4,4,4,4,1,4,4,2,3,4,0,0.0,0,1,1,0,1,0,0,1,0,satisfied
2121,37564,37,3444,3,3,3,3,3,5,2,4,4,4,4,2,4,4,0,0.0,0,1,1,0,1,0,1,0,0,satisfied
2122,118326,25,602,1,0,1,4,5,1,5,5,4,5,4,3,4,5,0,0.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
2123,100389,37,1073,3,4,4,4,2,4,2,2,3,4,5,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,neutral or dissatisfied
2124,65506,27,1303,4,5,4,1,2,4,2,2,4,2,4,2,4,2,0,0.0,1,0,1,0,0,1,0,0,1,neutral or dissatisfied
2125,74094,47,769,2,2,2,5,2,2,2,2,5,5,5,4,4,2,0,0.0,0,1,0,1,1,0,1,0,0,neutral or dissatisfied
2126,59007,59,1744,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,satisfied
2127,105632,60,3301,2,2,2,2,2,4,5,4,4,4,4,3,4,4,19,27.0,0,1,1,0,1,0,1,0,0,satisfied
2128,59032,24,1726,3,1,1,1,3,2,3,3,1,2,3,1,4,3,2,0.0,0,1,1,0,1,0,1,0,0,neutral or dissatisfied
2129,5418,40,589,3,3,3,2,2,3,2,2,3,4,5,5,4,2,21,6.0,0,1,0,1,1,0,1,0,0,satisfied
2130,110905,22,581,3,3,3,3,3,3,4,3,2,5,3,1,3,3,1,2.0,0,1,1,0,1,0,0,1,0,neutral or dissatisfied
2131,98945,44,1778,2,2,2,2,2,5,5,4,4,4,4,4,4,5,23,20.0,0,1,1,0,1,0,1,0,0,satisfied
